Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
30,Yes,Travel_Frequently,610,Research & Development,1,Medical,1,552,2,Male,93,Data Analyst,3,Single,16517,3611,0,No,16,3,2,80,1,3,4,9,7,1,5,Close,3 Jobs,Level 1,6 Years,On service,Not due,Medium,High Ratings
59,No,Non-Travel,638,Human Resources,1,Other,1,5041,2,Female,93,Research Scientist,3,Single,13579,16026,7,No,13,4,2,80,0,4,3,5,8,2,6,Close,2 Jobs,Level 3,9 Years,On service,due for promotion,Medium,High Ratings
51,No,Travel_Rarely,984,Research & Development,3,Technical Degree,1,4695,3,Female,36,Software Engineer,1,Divorced,6561,21568,8,No,20,4,4,80,3,1,4,13,8,1,2,Very Far,2 Jobs,Level 4,16 Years,due for retirement,due for promotion,Low,High Ratings
50,No,Non-Travel,1400,Sales,4,Other,1,2766,2,Male,85,Manager,1,Married,9906,16862,3,No,15,3,3,80,3,5,1,3,0,7,0,Very Far,1 Jobs,Level 5,4 Years,On service,due for promotion,Low,Low Ratings
46,No,Travel_Rarely,1490,Research & Development,2,Life Sciences,1,5166,2,Male,31,Data Analyst,2,Married,9845,5687,5,Yes,15,4,4,80,1,5,3,11,3,5,1,Close,2 Jobs,Level 4,2 Years,On service,due for promotion,Low,Low Ratings
40,Yes,Non-Travel,1178,Research & Development,2,Other,1,2953,2,Female,51,Business Analyst,3,Divorced,9567,7341,9,Yes,24,4,2,80,0,0,4,18,5,1,6,Very Close,4 Jobs,Level 1,7 Years,On service,Not due,Low,High Ratings
47,No,Non-Travel,698,Human Resources,3,Marketing,1,651,3,Male,77,Manager,4,Divorced,14324,4146,7,No,22,3,3,80,2,4,3,17,4,7,0,Very Close,4 Jobs,Level 2,15 Years,due for retirement,due for promotion,High,Low Ratings
32,No,Non-Travel,1041,Research & Development,2,Other,1,709,2,Male,56,HR Executive,4,Married,2680,22074,9,Yes,22,4,3,80,2,5,4,5,4,5,6,Very Far,3 Jobs,Level 3,25 Years,On service,due for promotion,Low,Low Ratings
19,No,Travel_Rarely,1228,Sales,1,Technical Degree,1,4744,4,Male,90,Business Analyst,4,Married,4074,2770,0,Yes,11,3,2,80,2,2,4,1,9,8,8,Close,1 Jobs,Level 2,6 Years,On service,Not due,Low,High Ratings
49,Yes,Travel_Frequently,1048,Human Resources,2,Technical Degree,1,2410,2,Male,65,Software Engineer,1,Divorced,17471,15640,3,No,13,4,2,80,3,5,2,15,3,8,6,Very Far,4 Jobs,Level 5,11 Years,On service,due for promotion,High,Low Ratings
51,Yes,Travel_Rarely,764,Research & Development,3,Technical Degree,1,2415,3,Female,57,HR Executive,3,Divorced,14955,16682,7,Yes,15,3,4,80,3,5,3,14,0,0,3,Close,4 Jobs,Level 4,27 Years,On service,due for promotion,Low,Low Ratings
55,Yes,Non-Travel,524,Research & Development,2,Technical Degree,1,1425,3,Male,86,Support Engineer,3,Single,8747,7416,9,Yes,21,4,3,80,0,5,2,9,7,3,0,Very Close,1 Jobs,Level 5,30 Years,On service,due for promotion,Medium,Low Ratings
54,Yes,Travel_Rarely,1004,Research & Development,1,Life Sciences,1,1217,2,Male,89,Software Engineer,3,Single,11792,5931,2,Yes,19,4,1,80,0,3,4,7,2,9,2,Very Close,1 Jobs,Level 2,20 Years,On service,due for promotion,Low,Low Ratings
51,Yes,Non-Travel,1064,Human Resources,4,Medical,1,4577,3,Male,83,Software Engineer,3,Single,10590,6949,4,Yes,20,3,1,80,1,5,4,14,3,6,8,Close,1 Jobs,Level 4,17 Years,On service,due for promotion,Low,Low Ratings
42,No,Travel_Frequently,1200,Research & Development,3,Other,1,1925,2,Male,41,Manager,4,Single,3756,27501,7,No,10,3,1,80,3,5,3,18,6,1,4,Close,4 Jobs,Level 5,4 Years,On service,due for promotion,Low,Low Ratings
40,No,Travel_Rarely,479,Sales,2,Other,1,4910,2,Male,51,HR Executive,4,Single,4597,6231,3,No,20,3,3,80,1,2,3,11,7,7,3,Very Far,1 Jobs,Level 1,19 Years,On service,Not due,Low,Low Ratings
34,Yes,Travel_Rarely,126,Research & Development,3,Medical,1,2684,2,Male,60,HR Executive,2,Divorced,8325,15555,6,No,14,4,1,80,2,1,4,12,5,9,5,Very Close,4 Jobs,Level 1,7 Years,On service,due for promotion,High,High Ratings
46,Yes,Travel_Frequently,684,Sales,2,Life Sciences,1,315,2,Male,86,Data Analyst,2,Single,12355,16357,8,Yes,10,3,3,80,3,0,1,5,3,0,3,Very Far,3 Jobs,Level 3,11 Years,On service,due for promotion,High,Low Ratings
25,No,Travel_Rarely,342,Sales,4,Technical Degree,1,2729,1,Female,71,Business Analyst,2,Single,16869,19666,3,No,21,3,4,80,2,0,2,10,9,2,8,Very Far,2 Jobs,Level 1,13 Years,On service,due for promotion,High,Low Ratings
26,Yes,Travel_Rarely,726,Human Resources,4,Medical,1,1428,3,Female,80,Support Engineer,3,Married,19489,27378,8,No,23,4,2,80,0,2,2,1,9,2,9,Very Close,3 Jobs,Level 1,27 Years,On service,due for promotion,High,High Ratings
49,No,Travel_Rarely,1136,Human Resources,2,Other,1,5075,3,Male,81,HR Executive,3,Divorced,17788,26654,0,No,24,4,4,80,1,5,2,7,2,3,9,Close,3 Jobs,Level 2,26 Years,due for retirement,Not due,Medium,Low Ratings
30,Yes,Travel_Rarely,380,Research & Development,1,Other,1,4754,4,Male,49,Data Analyst,2,Single,18988,13132,3,Yes,12,4,1,80,0,3,3,9,2,6,9,Very Close,1 Jobs,Level 1,21 Years,On service,due for promotion,Medium,High Ratings
53,No,Travel_Rarely,420,Sales,1,Technical Degree,1,4120,3,Female,72,Support Engineer,4,Divorced,19790,9165,4,Yes,11,3,3,80,0,2,1,17,3,6,1,Very Far,2 Jobs,Level 1,28 Years,due for retirement,Not due,Medium,High Ratings
40,No,Travel_Rarely,785,Research & Development,4,Other,1,3865,2,Male,46,Sales Executive,1,Divorced,5777,5648,9,Yes,13,4,3,80,0,0,3,18,2,0,6,Close,4 Jobs,Level 2,3 Years,On service,due for promotion,Low,High Ratings
41,Yes,Non-Travel,611,Research & Development,3,Life Sciences,1,3215,4,Female,95,Sales Executive,2,Single,4778,5674,7,No,24,4,3,80,1,3,4,17,1,3,6,Very Far,3 Jobs,Level 1,14 Years,On service,due for promotion,Low,Low Ratings
22,No,Travel_Rarely,427,Research & Development,1,Marketing,1,4415,4,Male,75,Support Engineer,1,Married,4390,7963,9,No,19,3,2,80,0,1,1,11,6,5,4,Very Close,2 Jobs,Level 1,2 Years,On service,due for promotion,Medium,High Ratings
56,No,Travel_Rarely,1051,Human Resources,3,Marketing,1,3828,4,Female,80,Sales Executive,4,Divorced,9541,13142,1,Yes,13,4,4,80,0,3,3,1,7,1,0,Very Far,1 Jobs,Level 3,29 Years,due for retirement,due for promotion,Medium,Low Ratings
40,No,Travel_Rarely,853,Human Resources,1,Other,1,6000,2,Female,67,Research Scientist,3,Single,5877,29730,0,No,15,3,1,80,2,2,3,15,3,5,6,Close,4 Jobs,Level 1,18 Years,due for retirement,due for promotion,High,High Ratings
55,Yes,Non-Travel,1394,Human Resources,2,Other,1,2526,3,Male,42,HR Executive,1,Divorced,18058,8415,9,Yes,12,3,4,80,1,4,1,17,0,9,9,Very Far,4 Jobs,Level 1,5 Years,On service,Not due,High,High Ratings
38,No,Travel_Frequently,1155,Research & Development,4,Marketing,1,685,4,Female,74,Research Scientist,1,Married,18231,6811,1,No,18,4,3,80,2,0,2,10,5,7,5,Very Close,3 Jobs,Level 3,13 Years,On service,due for promotion,Medium,High Ratings
21,No,Non-Travel,1184,Sales,3,Other,1,4395,4,Female,84,Business Analyst,3,Single,6955,20518,8,No,18,4,4,80,2,5,2,3,9,2,2,Very Far,3 Jobs,Level 2,13 Years,On service,Not due,Low,High Ratings
41,No,Travel_Rarely,127,Research & Development,1,Technical Degree,1,2522,3,Male,71,HR Executive,3,Single,13326,7806,3,No,17,3,4,80,3,0,3,1,7,7,9,Very Close,3 Jobs,Level 1,24 Years,On service,due for promotion,Medium,High Ratings
57,No,Travel_Frequently,565,Research & Development,2,Other,1,2909,3,Male,79,Data Analyst,4,Divorced,8430,8392,7,Yes,16,4,1,80,1,5,4,14,4,5,5,Very Close,4 Jobs,Level 5,24 Years,due for retirement,due for promotion,Low,Low Ratings
57,Yes,Travel_Rarely,788,Human Resources,4,Life Sciences,1,2390,4,Male,74,Research Scientist,3,Single,19993,3075,9,No,18,3,1,80,1,0,1,18,6,6,8,Very Close,1 Jobs,Level 2,14 Years,due for retirement,due for promotion,Medium,High Ratings
48,No,Travel_Rarely,577,Sales,2,Other,1,327,2,Female,30,Research Scientist,4,Divorced,8948,25577,4,No,19,3,2,80,0,4,1,13,0,6,9,Close,4 Jobs,Level 2,12 Years,On service,due for promotion,High,High Ratings
30,No,Travel_Rarely,1103,Sales,3,Life Sciences,1,5014,2,Male,76,Business Analyst,4,Divorced,12131,13794,3,Yes,13,3,2,80,0,1,4,14,6,5,5,Very Close,1 Jobs,Level 1,21 Years,On service,Not due,Low,Low Ratings
46,Yes,Travel_Rarely,696,Research & Development,3,Marketing,1,2593,3,Male,60,Research Scientist,4,Divorced,6976,6163,1,No,21,4,4,80,2,2,3,1,9,3,6,Close,1 Jobs,Level 3,13 Years,On service,due for promotion,High,High Ratings
46,No,Travel_Rarely,228,Research & Development,2,Marketing,1,5186,4,Male,60,Software Engineer,2,Divorced,11621,20744,8,No,18,3,1,80,0,0,2,9,6,3,3,Very Far,1 Jobs,Level 2,18 Years,On service,Not due,Medium,High Ratings
39,Yes,Travel_Rarely,1351,Sales,2,Other,1,2928,3,Female,66,Data Analyst,3,Single,6690,7778,8,Yes,23,4,2,80,0,4,1,8,6,7,1,Very Far,4 Jobs,Level 3,13 Years,due for retirement,due for promotion,Low,Low Ratings
27,No,Travel_Rarely,1168,Sales,3,Other,1,4051,3,Male,84,Sales Executive,1,Married,9309,26796,2,No,16,3,2,80,3,1,3,19,6,6,5,Close,4 Jobs,Level 5,4 Years,On service,Not due,High,Low Ratings
35,No,Travel_Rarely,747,Research & Development,3,Marketing,1,5807,2,Male,59,Data Analyst,1,Divorced,4382,27590,4,No,23,3,4,80,3,4,3,6,2,5,9,Very Close,3 Jobs,Level 3,23 Years,On service,due for promotion,Medium,Low Ratings
44,No,Travel_Rarely,1299,Human Resources,1,Life Sciences,1,3786,1,Female,31,Software Engineer,1,Divorced,2757,8636,1,Yes,15,4,3,80,1,2,2,5,1,7,3,Very Far,3 Jobs,Level 4,30 Years,due for retirement,due for promotion,Medium,High Ratings
41,No,Travel_Rarely,931,Research & Development,1,Marketing,1,349,2,Male,48,Business Analyst,2,Married,13702,21337,9,No,23,4,2,80,2,2,2,19,3,1,5,Close,2 Jobs,Level 3,22 Years,On service,due for promotion,Low,High Ratings
53,Yes,Travel_Frequently,704,Research & Development,3,Marketing,1,1627,3,Male,70,Business Analyst,4,Single,13503,3659,1,No,22,3,1,80,3,1,4,6,3,5,5,Close,3 Jobs,Level 2,10 Years,On service,due for promotion,High,High Ratings
38,Yes,Travel_Rarely,1376,Sales,4,Life Sciences,1,4411,4,Male,38,HR Executive,1,Single,19448,14149,1,No,20,4,1,80,1,2,4,13,1,8,5,Close,2 Jobs,Level 3,23 Years,On service,due for promotion,Low,Low Ratings
32,Yes,Travel_Rarely,582,Sales,2,Marketing,1,872,2,Male,68,Data Analyst,4,Married,10215,25757,0,Yes,23,3,3,80,0,3,1,0,6,0,2,Very Far,4 Jobs,Level 3,5 Years,due for retirement,due for promotion,High,Low Ratings
56,No,Non-Travel,172,Human Resources,2,Technical Degree,1,3359,3,Male,71,Support Engineer,3,Divorced,14302,29684,3,Yes,16,3,4,80,2,1,2,5,3,6,8,Very Close,3 Jobs,Level 4,18 Years,On service,due for promotion,Medium,Low Ratings
57,No,Non-Travel,135,Research & Development,4,Marketing,1,2340,1,Male,50,Support Engineer,2,Divorced,12096,11970,4,Yes,20,3,3,80,0,2,2,13,2,4,3,Very Far,3 Jobs,Level 4,8 Years,due for retirement,due for promotion,Medium,High Ratings
49,No,Non-Travel,1239,Research & Development,2,Marketing,1,4704,2,Male,75,Business Analyst,3,Married,11366,7845,2,Yes,12,4,4,80,0,1,1,3,8,4,1,Very Far,4 Jobs,Level 1,14 Years,due for retirement,Not due,High,Low Ratings
30,No,Travel_Rarely,1111,Sales,1,Life Sciences,1,2122,3,Male,62,Research Scientist,3,Married,19957,16486,6,Yes,20,3,1,80,1,1,4,11,8,5,7,Close,2 Jobs,Level 2,28 Years,On service,due for promotion,Medium,High Ratings
33,No,Non-Travel,1413,Research & Development,1,Technical Degree,1,3928,2,Male,38,Business Analyst,4,Single,5297,15961,2,No,22,3,3,80,2,3,3,3,8,2,2,Very Far,4 Jobs,Level 1,2 Years,On service,Not due,High,High Ratings
18,No,Travel_Rarely,845,Sales,4,Medical,1,86,1,Male,99,Business Analyst,1,Single,5884,8628,1,No,18,3,2,80,0,1,3,8,5,1,9,Very Close,4 Jobs,Level 4,28 Years,On service,due for promotion,Medium,Low Ratings
47,Yes,Non-Travel,1275,Research & Development,4,Marketing,1,2819,4,Female,76,Business Analyst,4,Single,12266,7831,1,Yes,14,4,4,80,1,4,3,13,6,8,1,Close,1 Jobs,Level 3,8 Years,due for retirement,due for promotion,High,High Ratings
43,No,Travel_Rarely,905,Sales,2,Medical,1,1878,2,Male,32,Business Analyst,3,Divorced,8512,7620,5,Yes,18,3,4,80,3,3,3,17,9,3,9,Very Close,1 Jobs,Level 4,16 Years,On service,due for promotion,Low,Low Ratings
20,No,Non-Travel,612,Human Resources,2,Life Sciences,1,5690,3,Female,42,Support Engineer,3,Married,19662,28106,3,Yes,17,4,3,80,1,5,1,9,7,0,5,Very Close,1 Jobs,Level 5,7 Years,On service,due for promotion,High,High Ratings
28,No,Travel_Rarely,821,Human Resources,4,Medical,1,4086,1,Female,69,Support Engineer,1,Single,6013,17120,4,No,14,3,4,80,0,5,1,6,4,9,2,Very Far,1 Jobs,Level 3,3 Years,On service,Not due,Low,High Ratings
24,No,Non-Travel,262,Research & Development,4,Life Sciences,1,2376,3,Male,51,Sales Executive,1,Divorced,4585,13068,0,Yes,24,4,4,80,1,2,1,3,0,6,0,Very Close,4 Jobs,Level 1,29 Years,due for retirement,Not due,Low,High Ratings
35,No,Travel_Rarely,987,Sales,2,Marketing,1,495,2,Female,70,Sales Executive,1,Divorced,4601,29228,0,No,20,3,2,80,1,0,3,10,1,6,6,Very Far,4 Jobs,Level 3,4 Years,On service,due for promotion,Medium,Low Ratings
46,No,Non-Travel,669,Human Resources,4,Medical,1,2967,3,Male,33,HR Executive,2,Married,6341,28853,7,Yes,15,3,1,80,2,1,4,3,6,0,8,Close,3 Jobs,Level 5,29 Years,On service,Not due,Medium,Low Ratings
52,No,Non-Travel,1262,Human Resources,1,Life Sciences,1,3110,3,Female,38,Business Analyst,4,Divorced,13865,21801,0,Yes,23,4,2,80,3,5,3,5,9,3,1,Very Far,2 Jobs,Level 4,7 Years,On service,due for promotion,Medium,Low Ratings
33,No,Travel_Rarely,1395,Research & Development,2,Technical Degree,1,2760,2,Male,84,Support Engineer,1,Married,7284,21942,4,No,18,3,1,80,3,0,4,1,7,2,8,Very Far,1 Jobs,Level 2,4 Years,On service,Not due,Low,Low Ratings
57,No,Travel_Rarely,213,Sales,3,Other,1,1271,4,Female,79,Data Analyst,4,Single,16865,25338,8,Yes,23,3,4,80,1,5,4,18,4,5,8,Very Far,3 Jobs,Level 2,9 Years,On service,due for promotion,Medium,Low Ratings
43,No,Travel_Rarely,1365,Research & Development,2,Technical Degree,1,2655,1,Male,89,Software Engineer,3,Single,10639,8856,9,No,13,4,3,80,1,5,2,3,0,4,3,Very Close,4 Jobs,Level 2,23 Years,On service,Not due,Low,Low Ratings
23,No,Travel_Rarely,1436,Research & Development,2,Marketing,1,2634,3,Female,57,HR Executive,1,Married,2808,19525,8,No,17,4,3,80,0,0,4,9,8,3,1,Close,3 Jobs,Level 4,17 Years,On service,Not due,Medium,High Ratings
39,Yes,Travel_Rarely,434,Research & Development,3,Medical,1,4955,4,Male,39,Support Engineer,3,Divorced,2310,23485,1,Yes,21,3,3,80,0,0,4,8,4,2,0,Very Close,2 Jobs,Level 2,17 Years,On service,due for promotion,Low,High Ratings
33,Yes,Travel_Rarely,474,Research & Development,1,Life Sciences,1,619,1,Female,76,Data Analyst,4,Divorced,3461,6747,1,No,16,3,1,80,1,1,1,19,7,1,0,Very Close,3 Jobs,Level 5,20 Years,On service,due for promotion,Medium,Low Ratings
29,Yes,Travel_Rarely,849,Human Resources,4,Medical,1,5131,3,Male,41,Business Analyst,4,Single,9822,9742,2,Yes,17,3,1,80,3,3,3,10,2,2,8,Very Close,1 Jobs,Level 4,14 Years,due for retirement,due for promotion,Low,Low Ratings
48,No,Non-Travel,908,Human Resources,4,Medical,1,2630,1,Male,70,Manager,1,Married,12833,5559,2,Yes,10,4,3,80,2,2,2,7,0,1,3,Close,3 Jobs,Level 2,14 Years,due for retirement,due for promotion,High,High Ratings
51,No,Travel_Rarely,1228,Human Resources,4,Life Sciences,1,2827,3,Male,47,Business Analyst,2,Married,12449,8280,4,Yes,20,4,4,80,3,1,1,6,5,7,0,Very Far,2 Jobs,Level 1,29 Years,due for retirement,Not due,Medium,Low Ratings
59,No,Non-Travel,380,Research & Development,1,Marketing,1,5228,2,Male,72,Sales Executive,1,Married,15327,5661,4,Yes,18,4,3,80,1,0,3,12,9,8,5,Close,4 Jobs,Level 4,25 Years,On service,Not due,Medium,Low Ratings
21,Yes,Travel_Rarely,1476,Research & Development,2,Life Sciences,1,2230,3,Male,77,Software Engineer,2,Married,7162,3721,8,Yes,23,3,2,80,2,0,1,6,5,8,4,Very Close,4 Jobs,Level 4,13 Years,On service,due for promotion,Medium,Low Ratings
32,No,Travel_Rarely,1436,Research & Development,1,Marketing,1,5033,2,Female,30,Support Engineer,2,Married,8583,26062,8,Yes,12,3,4,80,2,0,4,0,7,5,4,Close,3 Jobs,Level 3,4 Years,On service,due for promotion,Medium,Low Ratings
26,No,Travel_Rarely,1112,Sales,3,Technical Degree,1,1414,4,Male,43,Support Engineer,1,Married,7513,7431,6,No,21,3,1,80,3,2,3,2,7,0,5,Very Close,3 Jobs,Level 2,13 Years,On service,due for promotion,Medium,Low Ratings
19,No,Travel_Rarely,316,Research & Development,4,Marketing,1,2202,4,Female,99,Research Scientist,3,Single,5386,6764,2,No,14,4,2,80,2,0,2,2,8,9,8,Very Far,3 Jobs,Level 1,21 Years,On service,due for promotion,High,High Ratings
34,No,Travel_Rarely,1233,Human Resources,3,Marketing,1,4964,1,Male,99,Software Engineer,3,Married,16419,22615,5,No,17,3,3,80,0,3,2,5,3,7,6,Close,2 Jobs,Level 5,17 Years,due for retirement,Not due,Medium,High Ratings
51,No,Non-Travel,892,Sales,2,Technical Degree,1,4478,4,Female,43,Research Scientist,3,Divorced,18644,26932,7,Yes,13,3,3,80,3,0,3,17,9,1,6,Very Close,2 Jobs,Level 4,15 Years,On service,due for promotion,Medium,High Ratings
55,No,Non-Travel,1335,Human Resources,4,Medical,1,870,1,Male,88,Software Engineer,1,Divorced,16774,17356,7,No,19,3,1,80,2,5,1,19,4,3,7,Very Close,2 Jobs,Level 5,30 Years,On service,due for promotion,Medium,High Ratings
59,Yes,Travel_Rarely,974,Sales,1,Other,1,2007,2,Male,66,Sales Executive,3,Married,17871,12510,5,No,17,3,1,80,3,2,1,15,2,1,6,Very Far,4 Jobs,Level 5,18 Years,due for retirement,due for promotion,Low,Low Ratings
38,No,Travel_Rarely,803,Research & Development,3,Life Sciences,1,4148,1,Female,51,Research Scientist,2,Married,12895,9274,6,No,13,3,4,80,0,5,2,1,9,2,4,Very Far,4 Jobs,Level 5,11 Years,due for retirement,due for promotion,High,Low Ratings
31,No,Non-Travel,689,Research & Development,1,Other,1,357,1,Male,42,Data Analyst,4,Single,15543,10857,1,No,23,3,2,80,3,2,3,18,5,0,4,Close,2 Jobs,Level 3,4 Years,due for retirement,due for promotion,High,High Ratings
53,No,Travel_Frequently,873,Human Resources,2,Medical,1,1163,4,Male,42,Research Scientist,3,Married,3431,9829,6,No,12,4,3,80,3,1,4,18,1,2,5,Very Far,2 Jobs,Level 5,28 Years,On service,due for promotion,Medium,Low Ratings
40,Yes,Travel_Rarely,1173,Research & Development,3,Life Sciences,1,4555,4,Male,81,HR Executive,1,Single,6731,20837,0,Yes,22,4,3,80,2,3,2,15,9,1,3,Very Close,4 Jobs,Level 2,20 Years,due for retirement,Not due,Low,Low Ratings
57,No,Travel_Frequently,1440,Sales,2,Marketing,1,2407,4,Male,35,Data Analyst,2,Single,8178,15079,3,Yes,12,3,1,80,1,3,1,4,4,1,5,Close,1 Jobs,Level 2,11 Years,On service,due for promotion,Medium,High Ratings
48,No,Non-Travel,275,Human Resources,4,Technical Degree,1,5916,2,Male,67,HR Executive,2,Married,13478,18164,8,No,19,3,4,80,1,2,3,16,0,9,5,Close,3 Jobs,Level 1,10 Years,On service,Not due,Low,High Ratings
31,Yes,Travel_Rarely,1056,Human Resources,3,Other,1,1891,3,Female,93,Business Analyst,3,Divorced,17672,9993,7,Yes,20,3,4,80,1,0,4,13,6,6,0,Very Far,1 Jobs,Level 1,22 Years,On service,due for promotion,Medium,High Ratings
20,No,Non-Travel,852,Human Resources,3,Technical Degree,1,580,4,Male,42,Software Engineer,2,Single,7360,16058,8,No,12,4,4,80,2,1,2,8,1,1,1,Close,4 Jobs,Level 5,13 Years,On service,Not due,Low,High Ratings
39,No,Travel_Frequently,1451,Human Resources,1,Technical Degree,1,2553,2,Male,43,Data Analyst,3,Single,8831,18906,6,Yes,16,3,4,80,2,1,2,18,3,0,9,Close,2 Jobs,Level 5,22 Years,On service,due for promotion,Medium,High Ratings
26,No,Travel_Rarely,1060,Sales,3,Other,1,1692,1,Male,84,Software Engineer,2,Single,4632,29536,4,No,14,4,3,80,2,1,3,8,8,0,9,Very Close,2 Jobs,Level 3,8 Years,due for retirement,Not due,Low,Low Ratings
37,Yes,Travel_Frequently,627,Human Resources,4,Other,1,863,1,Male,94,Business Analyst,4,Married,12689,15503,5,Yes,13,3,3,80,2,5,3,17,2,7,3,Close,1 Jobs,Level 5,28 Years,due for retirement,Not due,Medium,High Ratings
33,No,Travel_Frequently,508,Human Resources,3,Medical,1,5370,3,Male,81,Manager,4,Divorced,4121,9793,3,No,17,4,4,80,3,4,1,5,7,2,1,Close,4 Jobs,Level 5,13 Years,due for retirement,due for promotion,Medium,High Ratings
38,No,Travel_Frequently,762,Sales,4,Technical Degree,1,5811,4,Female,82,Support Engineer,4,Married,14418,13207,5,Yes,10,4,4,80,1,3,2,5,0,3,6,Very Far,2 Jobs,Level 5,9 Years,On service,Not due,High,High Ratings
34,No,Travel_Rarely,1146,Research & Development,1,Life Sciences,1,4790,3,Female,67,Software Engineer,2,Divorced,4155,18997,6,Yes,19,4,2,80,2,1,1,3,5,1,2,Very Far,3 Jobs,Level 4,30 Years,On service,due for promotion,Low,Low Ratings
32,No,Travel_Rarely,483,Human Resources,3,Medical,1,4646,3,Male,93,Business Analyst,4,Divorced,7082,18233,2,No,12,3,1,80,2,2,4,12,7,4,5,Close,4 Jobs,Level 4,1 Years,On service,due for promotion,Low,Low Ratings
46,Yes,Travel_Rarely,596,Sales,4,Medical,1,1117,3,Female,41,Software Engineer,4,Single,8757,20856,3,Yes,16,3,3,80,3,3,2,11,1,0,9,Very Far,2 Jobs,Level 3,1 Years,On service,due for promotion,Low,Low Ratings
27,No,Non-Travel,1387,Human Resources,1,Marketing,1,1542,1,Male,98,Business Analyst,3,Single,10500,14302,3,Yes,19,3,3,80,1,5,2,3,8,7,9,Very Close,4 Jobs,Level 3,15 Years,due for retirement,Not due,High,Low Ratings
41,No,Travel_Rarely,1242,Sales,1,Marketing,1,3791,4,Female,30,HR Executive,1,Divorced,15019,28247,8,Yes,17,4,2,80,3,0,1,13,8,3,1,Very Close,2 Jobs,Level 2,22 Years,On service,Not due,High,Low Ratings
19,No,Travel_Rarely,766,Human Resources,2,Marketing,1,4616,2,Male,57,Business Analyst,2,Married,11604,17353,4,No,21,4,2,80,0,0,4,8,9,1,0,Very Far,3 Jobs,Level 3,4 Years,due for retirement,due for promotion,Medium,High Ratings
45,No,Non-Travel,464,Research & Development,4,Life Sciences,1,5519,2,Female,57,Research Scientist,4,Married,13823,12290,3,Yes,19,3,3,80,3,0,3,6,9,6,0,Close,4 Jobs,Level 2,27 Years,due for retirement,due for promotion,Medium,Low Ratings
43,No,Travel_Rarely,322,Sales,4,Technical Degree,1,3296,2,Male,95,Manager,1,Married,6228,10877,9,Yes,17,3,4,80,2,4,3,3,2,4,5,Very Close,4 Jobs,Level 5,20 Years,On service,Not due,Low,High Ratings
